tid,name,pos,hgt,weight,imgURL,born/year,born/loc,contract/amount,contract/exp,draft/round,draft/pick,draft/tid,draft/originalTid,draft/year,college,ratings/0/hgt,ratings/0/stre,ratings/0/spd,ratings/0/jmp,ratings/0/endu,ratings/0/ins,ratings/0/dnk,ratings/0/ft,ratings/0/fg,ratings/0/tp,ratings/0/blk,ratings/0/stl,ratings/0/drb,ratings/0/pss,ratings/0/reb,ratings/0/pot,skills/0,skills/1,awards/0/season,awards/0/type,awards/1/season,awards/1/type,skills/2,injury/type,injury/gamesRemaining,firstName,lastName
21,Randolph Childress,PG,74,188,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-688005Fr.jpg,1972,"Washington, DC",682,1998,1,19,7,9,1995,Wake Forest,20,34,65,66,56,24,53,84,65,52,27,45,76,68,21,55,,,,,,,,,,,
21,Anthony Cook,PF,81,205,http://www.thedraftreview.com/history/drafted1989/images/anthony-cook.jpg,1967,"Los Angeles, CA",225,1996,1,24,20,,1989,Arizona,67,63,43,45,33,60,56,56,34,0,64,54,26,24,74,50,,,,,,,,,,,
21,Dontonio Wingfield,SF,80,256,http://www.tradingcarddb.com/Images/Cards/Basketball/2410/2410-686394Fr.jpg,1974,"Albany, GA",225,1996,2,10,24,,1994,Cincinnati,64,65,53,45,45,55,56,55,46,46,56,46,46,57,45,54,,,,,,,,,,,
21,Bill Curley,PF,81,220,http://thedraftreview.com/history/drafted1994/images/bill-curley.jpg,1972,"Boston, MA",913,1999,1,22,23,,1994,Boston College,74,65,45,45,56,61,58,43,56,5,63,54,54,65,35,51,,,,,,,,,,,
21,Chris Dudley,C,83,235,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687745Fr.jpg,1964,"Stamford, CT",3800,1997,4,6,4,,1987,Yale,86,69,43,54,52,56,34,4,34,0,86,68,43,43,82,50,,,,,,,,,,,
21,James Robinson,PG,74,180,http://www.sportsworldcards.com/ekmps/shops/sportsworld/images/portland-trail-blazers-james-robinson-155-fleer-95-96-nba-trading-card-2109-p.jpg,1970,"Jackson, MS",1040,1997,1,21,21,,1993,Alabama,21,45,65,35,65,25,59,65,35,65,35,65,70,65,45,54,,,,,,,,,,,
21,Reggie Slater,F,79,215,http://i.imgur.com/lUY9Jm1.png,1970,"Houston, TX",225,1996,0,0,-1,,1992,Wyoming,57,69,34,60,55,44,56,65,33,0,60,67,25,45,70,54,,,,,,,,,,,
22,Olden Polynice,C,83,220,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687809Fr.jpg,1964,"Port-au-Prince, Haiti",2520,1998,1,8,3,3,1987,Virginia,88,74,44,43,54,67,74,56,34,0,64,44,34,55,76,57,,,,,,,,,,,
22,Corliss Williamson,PF,79,245,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687993Fr.jpg,1973,"Russellville, AR",923,1998,1,13,22,22,1995,Arkansas,64,65,53,54,65,65,55,76,45,4,43,54,40,50,72,59,,,,,,,,,,,
22,Mitch Richmond,SG,77,215,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687865Fr.jpg,1965,"Fort Lauderdale, FL",3500,1996,1,5,8,,1988,Kansas State,53,52,82,76,73,48,67,84,86,92,43,75,72,73,43,78,,,1989,Rookie of the Year,,,,,,,
22,Lionel Simmons,SF,79,210,http://i.imgur.com/bonw7Ex.png,1968,"Philadelphia, PA",2676,1998,1,7,22,,1990,La Salle,64,61,72,74,71,54,64,73,74,32,54,63,66,64,79,65,,,,,,,,,,,
22,Walt Williams,SF,80,219,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-75Fr.jpg,1970,"Washington, DC",2423,1996,1,7,22,,1992,Maryland,65,54,58,65,63,34,65,34,74,75,45,65,34,78,62,63,,,,,,,,,,,
22,Bobby Hurley,PG,72,165,https://thenypost.files.wordpress.com/2013/08/hurley-300x300.jpg,1971,"Jersey City, NJ",2584,1999,1,7,22,,1993,Duke,11,25,72,60,65,25,58,86,65,40,15,64,84,86,25,60,,,,,,,,,,,
22,Sarunas Marciulonis,SG,77,200,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687932Fr.jpg,1964,"Kaunas, Lithuania",2400,1997,6,13,8,,1987,Lithuania,46,55,63,55,64,42,65,77,72,72,35,62,67,72,17,62,,,,,,,,,,,
22,Michael Smith,PF,80,230,http://www.tradingcarddb.com/Images/Cards/Basketball/2234/2234-679109Fr.jpg,1972,"Washington, DC",1340,2000,2,8,22,,1994,Providence,66,83,55,56,55,65,55,65,25,0,65,55,35,45,85,58,,,,,,,,,,,
22,Brian Grant,PF,81,254,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687740Fr.jpg,1972,"Columbus, OH",1050,1997,1,8,22,,1994,Xavier,73,75,55,63,63,65,69,65,45,25,53,56,35,44,86,62,,,,,,,,,,,
22,Duane Causwell,C,84,240,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687794Fr.jpg,1968,"Queens Village, NY",1830,1997,1,18,22,,1990,Temple,92,74,34,54,57,68,57,63,50,0,75,43,33,37,74,58,,,,,,,,,,,
22,Tyrone Corbin,SF,78,210,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687921Fr.jpg,1962,"Columbia, SC",1700,1996,2,11,23,,1985,DePaul,45,50,54,70,75,40,50,75,65,44,60,45,54,60,45,57,,,,,,,,,,,
22,Tyus Edney,PG,70,152,http://i.imgur.com/eiJzXfs.jpg,1973,"Gardena, CA",210,1997,2,18,22,22,1995,UCLA,5,15,82,64,55,25,68,54,55,65,35,65,80,72,47,65,,,,,,,,,,,
22,Byron Houston,PF,77,250,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687938Fr.jpg,1969,"Watonga, KS",800,1996,1,27,3,,1992,Oklahoma State,54,65,47,56,34,65,65,34,54,30,76,45,67,56,45,55,,,,,,,,,,,
22,Clint McDaniel,SG,76,180,http://i.imgur.com/HR1J4MU.png,1972,"Tulsa, OK",200,1996,0,0,-1,,1995,Arkansas,35,32,64,45,49,26,45,75,54,59,21,54,57,45,58,50,,,,,,,,,,,
23,David Robinson,C,85,250,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687858Fr.jpg,1965,"Key West, FL",7700,1997,1,1,23,,1987,Navy,89,94,66,92,90,92,94,83,86,5,95,54,44,61,90,80,R,A,1990,Rookie of the Year,1992,Defensive Player of the Year,,Healthy,0,,
23,Avery Johnson,PG,70,175,https://i.imgur.com/tewkCU6.png,1965,"New Orleans, LA",845,1997,0,0,-1,,1988,Southern,2,65,72,76,83,27,78,75,64,29,33,65,87,92,36,57,,,,,,,,,,,
23,Sean Elliott,SF,80,205,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-60Fr.jpg,1968,"Tucson, AZ",5333,2001,1,3,23,23,1989,Arizona,64,58,69,74,77,46,75,75,95,82,35,45,56,67,55,65,,,,,,,,,,,
23,Doc Rivers,PG,76,185,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687894Fr.jpg,1961,"Chicago, IL",1150,1996,2,7,0,0,1983,Marquette,39,37,56,55,42,22,60,83,61,72,31,75,82,65,43,56,,,,,,,,,,,
23,Chuck Person,SF,80,220,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687779Fr.jpg,1964,"Brantley, AL",1690,1999,1,4,10,,1986,Auburn,62,46,66,65,67,45,52,64,77,77,43,72,52,57,62,67,,,1987,Rookie of the Year,,,,,,,
23,Vinny Del Negro,SG,76,185,http://a.espncdn.com/i/headshots/nba/players/65/197.jpg,1966,"Springfield, MS",1747,1998,2,4,22,,1988,NC State,36,44,67,59,80,28,66,82,90,70,32,34,65,68,56,56,,,,,,,,,,,
23,Carl Herrera,PF,81,215,http://files.masvenezuela.webnode.es/200000014-0db170eab5/HERRERA_PLAYERFILEACTION.jpg,1966,"Trinidad, Trinidad and Tobago",1300,1999,2,3,13,,1990,Houston,72,64,53,43,34,57,52,52,30,0,62,40,23,33,62,54,,,,,,,,,,,
23,Brad Lohaus,PF,83,230,http://www.tradingcarddb.com/Images/Cards/Basketball/2177/2177-149Fr.jpg,1964,"New Ulm, MN",485,1996,2,22,1,,1987,Iowa,86,64,43,32,46,55,47,56,42,55,55,53,32,22,44,51,,,,,,,,,,,
23,Cory Alexander,PG,73,185,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-301Fr.jpg,1973,"Waynesboro, VA",490,1998,1,29,23,23,1995,Virginia,15,34,64,55,55,24,55,34,52,43,55,64,77,65,44,53,,,,,,,,,,,
23,Greg Anderson,PF,82,230,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Anderson_Cadillac_nba.jpg,1964,"Houston, TX",485,1997,1,23,23,,1987,Houston,74,76,34,21,43,56,55,54,37,32,54,34,43,45,66,52,,,,,,,,,,,
23,Will Perdue,C,84,240,http://a.espncdn.com/photo/2011/0310/chi_91bulls09_340.jpg,1965,"Melbourne, FL",1340,1999,1,11,3,,1988,Vanderbilt,84,85,29,62,55,78,66,45,41,0,78,35,22,34,84,53,,,,,,,,,,,
23,Dell Demps,G,75,205,http://pacifictigers.com/photos/sports/m-baskbl/auto_action/5564145.jpeg,1970,"Long Beach, CA",225,1996,0,0,-1,,1992,Pacific,29,34,65,65,63,34,54,65,33,54,67,65,70,45,65,51,,,,,,,,,,,
23,J.R. Reid,FC,81,247,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687715Fr.jpg,1968,"Virginia Beach, VA",2658,1996,1,5,3,,1989,North Carolina,76,72,26,45,43,73,76,56,54,14,56,45,38,45,87,57,,,,,,,,,,,
-1,Howard Eisley,G,74,177,http://i.imgur.com/oGF7t7O.png,1972,"Detroit, MI",200,1996,2,3,15,,1994,Boston College,21,25,70,62,60,22,66,75,62,66,56,76,73,71,26,56,,,,,,,,,,,
24,Shawn Kemp,FC,82,230,http://www.tradingcarddb.com/Images/Cards/Basketball/25634/25634-3004775Fr.jpg,1969,"Elkhart, IN",3000,1998,1,17,24,,1989,Trinity Valley CC,84,84,68,94,86,93,96,63,42,27,75,46,34,43,90,74,,,,,,,,,,,
24,Gary Payton,PG,76,180,https://s-media-cache-ak0.pinimg.com/originals/37/89/95/37899529161f11f58837eecd5a893d10.jpg,1968,"Oakland, CA",2783,1996,1,2,24,,1990,Oregon State,50,55,85,78,82,53,84,73,82,62,53,98,85,96,57,80,,,,,,,,,,,
24,Detlef Schrempf,SF,81,214,http://sport365.hu/files/upload/image/G%C3%A1bor/detlef_schrempf1.jpg,1963,"Leverkusen, Germany",5000,1999,1,8,5,,1985,Washington,71,59,62,62,75,56,59,67,95,85,52,46,54,71,52,59,,,,,,,,,,,
24,Nate McMillan,G,77,195,http://www.tradingcarddb.com/Images/Cards/Basketball/2562/2562-692297Fr.jpg,1964,"Raleigh, NC",1265,1998,2,6,24,,1986,NC State,46,54,68,61,51,22,37,70,54,56,21,92,75,86,44,55,,,,,,,,,,,
24,Sam Perkins,FC,81,235,http://i.imgur.com/TN25Pah.png,1961,"Brooklyn, NY",3967,1996,1,4,5,5,1984,North Carolina,75,73,41,59,47,62,61,46,62,68,78,64,40,52,83,54,,,,,,,,,,,
24,Eric Snow,G,75,190,http://www.tradingcarddb.com/Images/Cards/Basketball/2462/2462-688832Fr.jpg,1973,"Canton, OH",200,1997,2,14,14,14,1995,Michigan State,29,46,66,54,31,14,57,34,47,54,35,57,75,69,24,53,,,,,,,,,,,
24,Hersey Hawkins,SG,75,190,http://www.tradingcarddb.com/Images/Cards/Basketball/2422/2422-687188Fr.jpg,1966,"Chicago, IL",2500,1996,1,6,11,,1988,Bradley,32,51,76,60,82,34,66,83,90,76,54,72,71,66,46,66,,,,,,,,,,,
24,David Wingate,GF,77,185,http://www.tradingcarddb.com/Images/Cards/Basketball/2462/2462-338Fr.jpg,1963,"Baltimore, MD",560,1997,2,20,19,,1986,Georgetown,44,56,60,58,53,34,51,66,53,31,34,57,47,57,53,53,,,,,,,,,,,
24,Ervin Johnson,C,83,245,http://www.tradingcarddb.com/Images/Cards/Basketball/2410/2410-686627Fr.jpg,1967,"New Orleans, LA",767,1996,1,23,24,,1993,New Orleans,87,80,29,58,65,61,65,65,33,0,75,45,20,35,82,57,,,,,,,,,,,
24,Vincent Askew,GF,78,210,http://www.tradingcarddb.com/Images/Cards/Basketball/2562/2562-692234Fr.jpg,1966,"Memphis, TN",1810,1997,2,16,19,19,1987,Memphis,50,42,66,65,66,34,61,54,62,62,34,55,44,54,44,54,,,,,,,,,,,
24,Steve Scheffler,C,81,250,http://i.imgur.com/Uw7VbBW.png,1967,"Grand Rapids, MI",250,1996,2,12,3,,1990,Purdue,71,68,54,32,43,54,34,54,23,54,34,54,25,34,43,48,,,,,,,,,,,
24,Frank Brickowski,FC,81,240,https://s-media-cache-ak0.pinimg.com/236x/8a/7c/01/8a7c011f2353901b2a0cbf29dadde5c4.jpg,1959,"Bayville, NY",3250,1997,3,11,17,17,1981,Penn State,72,82,28,66,44,63,59,74,43,44,68,19,21,20,67,52,,,,,,,,,,,
24,Sherell Ford,SF,79,210,http://www.tradingcarddb.com/Images/Cards/Basketball/2462/2462-332Fr.jpg,1972,"Baton Rouge, LA",500,1998,1,26,24,24,1995,UIC,45,44,44,54,44,55,45,45,44,45,46,34,44,45,45,49,,,,,,,,,,,
25,Damon Stoudamire,PG,70,171,http://www.djagile.com/wp-content/uploads/2011/11/8CAB41B81FBB5CE6E98E4418DC8C67.jpg,1973,"Portland, OR",1345,1998,1,7,25,25,1995,Arizona,11,32,83,72,72,34,83,78,65,69,34,63,82,90,33,66,,,,,,,,,,,
25,Tracy Murray,SF,79,225,http://www.tradingcarddb.com/Images/Cards/Basketball/89408/89408-6375384Fr.jpg,1971,"Los Angeles, CA",250,1996,1,18,14,,1992,UCLA,58,34,65,34,54,34,54,34,74,77,45,72,54,65,45,57,,,,,,,,,,,
25,Zan Tabak,C,84,245,https://i.imgur.com/8oPkKOi.png,1970,"Split, Croatia",650,1998,2,24,9,9,1991,Croatia,84,64,23,22,43,64,65,34,55,0,65,34,35,34,64,48,,,,,,,,,,,
25,B.J. Tyler,PG,73,185,http://www.tradingcarddb.com/Images/Cards/Basketball/2234/2234-679090Fr.jpg,1971,"Galveston, TX",845,1997,1,20,19,19,1994,Texas,15,35,68,45,57,34,54,65,55,65,35,65,69,65,35,55,,,,,,,,,,,
25,Willie Anderson,GF,79,190,http://www.tradingcarddb.com/Images/Cards/Basketball/2410/2410-686656Fr.jpg,1967,"Greenville, SC",2075,1996,1,10,23,,1988,Georgia,54,47,62,57,65,23,44,67,70,66,63,74,62,66,47,55,,,,,,,,,,,
25,Tony Massenburg,FC,81,220,http://www.tradingcarddb.com/Images/Cards/Basketball/2311/2311-199Fr.jpg,1967,"Sussex, VA",550,1996,2,16,23,23,1990,Maryland,73,77,40,48,54,66,53,45,55,0,54,56,33,26,73,54,,,,,,,,,,,
25,Martin Lewis,SG,77,210,http://i.imgur.com/GRVIWGm.png,1975,"Liberal, KS",200,1996,2,21,8,8,1995,Seward County CC,44,36,55,65,40,25,50,65,44,55,25,34,60,65,55,52,,,,,,,,,,,
25,Ed Pinckney,PF,81,195,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-271Fr.jpg,1963,"Bronx, NY",1926,1997,1,10,20,,1985,Villanova,63,67,44,60,54,68,61,62,53,0,74,45,37,45,75,55,,,,,,,,,,,
25,Carlos Rogers,FC,83,220,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687940Fr.jpg,1971,"Detroit, MI",930,1997,1,11,24,,1994,Tennessee State,85,50,53,57,54,60,46,34,44,5,76,55,25,46,46,55,,,,,,,,,,,
25,Acie Earl,C,82,240,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-355Fr.jpg,1970,"Peoria, IL",1040,1998,1,19,1,,1993,Iowa,83,70,55,55,55,61,57,64,24,0,70,54,25,24,68,54,,,,,,,,,,,
25,Jimmy King,SG,77,210,http://i.imgur.com/VaxkWK7.jpg,1973,"South Bend, IN",300,1997,2,6,25,25,1995,Michigan,54,35,63,54,55,35,65,45,45,34,43,64,43,54,43,52,,,,,,,,,,,
25,Vincenzo Esposito,SG,75,198,http://i.imgur.com/LEoFgYf.png,1969,"Caserta, Italy",500,1997,0,0,-1,-1,1991,Italy,29,25,53,54,55,25,45,45,65,60,43,34,53,54,43,52,,,,,,,,,,,
25,Oliver Miller,C,81,280,http://www.tradingcarddb.com/Images/Cards/Basketball/2346/2346-684349Fr.jpg,1970,"Fort Worth, TX",2372,1996,1,22,20,20,1992,Arkansas,77,67,32,41,44,68,60,76,54,0,75,54,40,68,80,57,,,,,,,,,,,
25,Alvin Robertson,GF,75,185,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-289Fr.jpg,1962,"Barberton, OH",225,1996,1,7,23,23,1984,Arkansas,29,30,76,54,60,31,51,89,79,57,40,86,62,45,23,56,,,1986,Defensive Player of the Year,,,,,,,
25,John Salley,FC,83,230,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-307Fr.jpg,1964,"Brooklyn, NY",2402,1996,1,11,7,,1986,Georgia Tech,86,83,40,60,32,67,56,30,55,0,65,43,44,45,68,50,,,,,,,,,,,
26,Karl Malone,PF,81,250,http://exnba.com/wp-content/uploads/2013/02/karl-malone.jpg,1963,"Summerfield, LA",3676,1999,1,13,26,,1985,Louisiana Tech,74,98,67,90,92,86,95,44,67,26,40,73,48,64,85,72,,,,,,,,,,,
26,John Stockton,PG,73,170,http://i2.cdn.turner.com/nba/nba/history/legends/john-stockton/john-stockton.jpg,1962,"Sopkane, WA",2800,1996,1,16,26,26,1984,Gonzaga,37,72,85,70,92,33,65,75,62,77,40,88,98,99,29,69,,,,,,,,,,,
26,Bryon Russell,GF,79,225,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-15Fr.jpg,1970,"San Bernardino, CA",300,1997,2,18,26,,1993,California State,58,54,66,62,54,35,65,65,62,64,34,65,60,51,54,59,,,,,,,,,,,
26,David Benoit,SF,80,220,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687792Fr.jpg,1968,"Lafayette, LA",1200,1996,0,0,-1,,1990,Alabama,64,52,62,65,57,32,61,61,31,21,56,42,41,47,61,56,,,,,,,,,,,
26,Jeff Hornacek,SG,75,190,http://www.tradingcarddb.com/Images/Cards/Basketball/25620/25620-3002573Fr.jpg,1963,"Elmhurst, IL",2121,1997,2,22,20,,1986,Iowa State,33,46,73,56,76,24,59,83,87,82,43,65,60,65,36,64,,,,,,,,,,,
26,Chris Morris,GF,80,210,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687905Fr.jpg,1966,"Atlanta, GA",2500,1998,1,4,16,,1988,Auburn,65,57,63,57,55,32,54,76,68,63,31,53,56,54,50,57,,,,,,,,,,,
26,Felton Spencer,C,84,265,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687714Fr.jpg,1968,"Louisville, KY",2181,1996,1,6,15,,1990,Louisville,92,78,35,43,59,67,64,67,54,0,69,43,32,43,82,58,,,,,,,,,,,
26,Antoine Carr,FC,81,225,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687744Fr.jpg,1961,"Oklahoma City, OK",2525,1997,1,8,7,7,1983,Wichita State,73,75,53,68,58,69,50,77,33,10,14,51,50,60,63,55,,,,,,,,,,,
26,Greg Foster,FC,83,240,http://www.tradingcarddb.com/Images/Cards/Basketball/2118/2118-222Fr.jpg,1968,"Oakland, CA",350,1996,2,8,28,,1990,UTEP,85,67,45,54,32,43,54,65,34,10,43,40,32,43,54,53,,,,,,,,,,,
26,Greg Ostertag,C,86,280,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687978Fr.jpg,1973,"Dallas, TX",498,1998,1,28,26,26,1995,Kansas,84,87,25,35,42,54,65,65,64,0,69,54,35,35,75,56,,,,,,,,,,,
26,James Donaldson,C,86,275,http://i.imgur.com/tPWCZwe.png,1957,"Heacham, United Kingdom",300,1996,4,7,24,24,1979,Washington State,95,80,23,56,27,65,62,76,36,0,85,27,21,29,67,52,,,,,,,,Hamstring and quadriceps injuries,100,,
26,Adam Keefe,PF,81,230,http://imageocd.com/images/nba10/adam-keefe-wallpaper-height-weight-position-college-high-school/adam-keefe.jpg,1970,"Irvine, CA",1650,1996,1,10,0,,1992,Stanford,65,57,56,7,45,76,45,76,45,65,45,23,54,59,56,52,,,,,,,,,,,
26,Andy Toolson,GF,78,210,http://cdn.solecollector.com/media/u/images/Andy%20Toolson%20Reebok%20Omni%20Zone.jpg,1966,"Chicago, IL",310,1996,0,0,-1,,1990,Brigham Young,49,37,65,45,55,31,20,62,63,59,12,62,53,62,43,54,,,,,,,,,,,
26,Jamie Watson,SF,79,190,http://www.tradingcarddb.com/Images/Cards/Basketball/2234/2234-679124Fr.jpg,1972,"Elm City, NC",1000,1997,2,20,26,,1994,South Carolina,56,45,65,65,56,36,45,44,65,46,56,76,45,65,55,55,,,,,,,,,,,
27,Blue Edwards,GF,76,200,http://cdn.bleacherreport.net/images_root/slides/photos/000/680/561/72281084_display_image.jpg?1296459689,1965,"Washington, DC",1900,1998,1,21,26,26,1989,East Carolina,36,54,67,65,63,22,58,64,63,65,54,56,54,64,56,56,,,,,,,,,,,
27,Kenny Gattison,FC,80,225,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-688004Fr.jpg,1964,"Wilmington, NC",1450,1997,3,8,20,20,1986,Old Dominion,65,65,33,34,45,55,65,54,56,31,65,43,43,54,67,54,,,,,,,,,,,
27,Greg Anthony,PG,72,176,http://www.tradingcarddb.com/Images/Cards/Basketball/2319/2319-393Fr.jpg,1967,"Las Vegas, NV",1673,1997,1,12,17,,1991,UNLV,24,46,74,64,63,36,64,75,64,64,32,54,78,67,63,57,,,,,,,,,,,
27,Antonio Harvey,PF,83,225,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687951Fr.jpg,1970,"Pascagoula, MS",400,1996,0,0,-1,,1993,Pfeiffer,85,68,44,42,54,65,34,65,25,0,56,35,33,45,67,55,,,,,,,,,,,
27,Bryant Reeves,C,84,275,http://www.tradingcarddb.com/Images/Cards/Basketball/2346/2346-684573Fr.jpg,1973,"Fort Smith, AR",1474,1998,1,6,27,27,1995,Oklahoma State,92,82,31,54,66,76,74,65,43,0,69,54,22,33,78,59,,,,,,,,,,,
27,Gerald Wilkins,GF,78,185,http://www.cavshistory.com/images/players/Gerald_Wilkins.jpg,1963,"Atlanta, GA",2478,1997,2,23,17,,1985,Chattanooga,45,50,60,60,65,20,50,76,56,56,20,59,61,60,45,54,,,,,,,,,,,
27,Chris King,SF,80,215,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-688002Fr.jpg,1969,"Newton Grove, NC",225,1996,2,18,24,24,1992,Wake Forest,64,58,48,58,58,23,58,60,37,50,54,34,35,43,46,48,,,,,,,,,,,
27,Rich Manning,PF,83,253,http://t2.gstatic.com/images?q=tbn:ANd9GcQeLZk9xGsQMS8SkVourYD5XmA7yA2HaOVVTvHtKqr8jG-766BzAGdL866O,1970,"Tacoma, WA",225,1996,2,13,0,,1993,Washington,85,66,36,37,37,47,46,55,33,4,66,45,24,35,66,45,,,,,,,,,,,
27,Darrick Martin,PG,71,170,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Martin_Darrick_tor.jpg,1971,"Denver, CO",425,1996,0,0,-1,-1,1992,UCLA,10,35,59,55,55,34,54,65,33,54,27,65,76,65,25,53,,,,,,,,,,,
27,Ashraf Amaya,F,79,230,http://i45.tinypic.com/300b2vo.jpg,1971,"Oak Park, IL",225,1996,0,0,-1,,1993,Southern Illinois,65,64,44,54,44,65,38,65,35,10,56,35,25,25,66,53,,,,,,,,,,,
27,Byron Scott,G,75,195,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687964Fr.jpg,1961,"Ogden, UT",1650,1997,1,4,11,11,1983,Arizona State,43,49,65,62,66,35,71,74,76,75,15,72,62,57,32,56,,,,,,,,,,,
27,Lawrence Moten,SG,77,185,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687971Fr.jpg,1972,"Washington, DC",280,1997,2,7,27,27,1995,Syracuse,43,45,65,54,54,33,53,63,34,59,35,34,55,34,54,54,,,,,,,,,,,
27,Anthony Avent,PF,81,235,http://exnba.com/wp-content/uploads/2012/11/anthony-avent.jpg,1969,"Rocky Mount, NC",950,1996,1,15,0,0,1991,Seton Hall,71,73,54,56,45,57,55,56,33,0,65,34,26,32,60,52,,,,,,,,,,,
27,Benoit Benjamin,C,84,250,http://i.imgur.com/aHYNWZ1.png,1964,"Monroe, LA",3975,1996,1,3,11,,1985,Creighton,83,78,42,55,62,75,75,64,32,0,78,54,25,43,83,55,,,,,,,,,,,
27,Doug Edwards,PF,79,220,http://www.thenolookpass.com/wp-content/uploads/2012/01/IMG-724x1024.jpg,1971,"Miami, FL",1040,1998,1,15,0,,1993,Florida State,57,72,46,46,45,55,64,46,36,0,66,35,27,55,75,55,,,,,,,,,,,
28,Gheorghe Muresan,C,91,303,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687732Fr.jpg,1971,"Tritenii de Jos, Romania",1963,1998,2,3,28,28,1993,Romania,100,76,15,43,60,69,73,67,45,0,80,35,27,53,65,58,,,,,,,,,,,
28,Robert Pack,PG,74,180,http://www.tradingcarddb.com/Images/Cards/Basketball/2359/2359-685028Fr.jpg,1969,"New Orleans, LA",1304,1996,0,0,-1,-1,1991,Soutern California,34,48,79,87,65,36,86,78,72,64,28,57,68,43,54,60,,,,,,,,,,,
28,Brent Price,PG,73,165,http://a.espncdn.com/i/headshots/nba/players/65/680.jpg,1968,"Shawnee, OK",250,1996,2,5,28,,1992,Oklahoma,14,17,57,41,56,16,58,86,76,62,3,61,84,81,15,54,,,,,,,,,,,
28,Mark Price,PG,72,170,http://thedraftreview.com/history/drafted1986/images/mark-price.jpg,1964,"Bartlesville, OK",3687,1996,2,1,5,,1986,Georgia Tech,14,24,77,65,63,14,45,76,77,73,43,77,86,86,45,57,,,,,,,,,,,
28,Rasheed Wallace,FC,82,230,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-134Fr.jpg,1974,"Philadelphia, PA",1493,1998,1,4,28,28,1995,North Carolina,83,72,56,67,65,76,74,63,45,21,64,54,43,43,75,67,,,,,,,,,,,
28,Chris Webber,PF,81,245,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687743Fr.jpg,1973,"Detroit, MI",7000,2001,1,1,18,18,1993,Michigan,75,74,61,75,74,84,86,66,50,32,67,64,36,73,75,77,,,1994,Rookie of the Year,,,,,,,
28,Jeff Webster,SF,80,232,http://i.imgur.com/fYsBoZe.png,1971,"Pine Bluff, AR",225,1996,2,13,13,13,1994,Oklahoma,60,55,55,55,45,36,45,34,65,67,57,56,47,45,55,54,,,,,,,,,,,
28,Juwan Howard,F,81,240,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687850Fr.jpg,1973,"Chicago, IL",1702,1996,1,5,28,,1994,Michigan,78,63,59,66,92,76,74,64,64,23,54,55,35,74,55,70,,,,,,,,,,,
28,Calbert Cheaney,GF,79,209,http://www.tradingcarddb.com/Images/Cards/Basketball/2447/2447-687711Fr.jpg,1971,"Evansville, IN",2800,1999,1,6,28,,1993,Indiana,57,35,72,70,54,35,66,55,75,76,45,65,45,65,36,61,,,,,,,,,,,
28,Mitchell Butler,SG,77,210,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Butler_Mitchell_nba.jpg,1970,"Oakwood, CA",500,1997,0,0,-1,,1993,UCLA,43,34,65,54,44,54,65,45,55,35,65,55,45,65,45,54,,,,,,,,,,,
